p401,net_tfa,age,inc,fsize,educ,pira
1,33775.46,34,94766.53,2,8,0
1,39115.36,30,22764.55,4,16,0
0,32044.35,33,39048.07,3,13,0
0,63966.98,51,13696.37,4,16,0
1,52212.84,29,73646.92,1,15,0
1,41785.36,47,36836.06,5,10,0
1,49230.18,54,52761.47,1,10,1
0,49440.75,47,135053.17,1,12,1
1,46499.15,64,65047.24,2,10,1
0,22992.36,59,57145.92,1,10,0
1,30930.93,42,43067.79,5,17,0
1,29254.1,43,82044.4,3,10,1
0,32189.3,30,40242.58,2,13,0
1,50650.37,36,47004.15,4,15,1
0,30408.49,29,33046.6,2,8,0
1,39792.52,25,14092.18,1,15,0
0,50996.54,55,12553.03,4,16,1
1,40704.71,27,26998.22,1,10,1
1,39542.66,28,35518.09,5,12,1
0,40432.73,32,21775.97,4,16,0
1,13853.57,39,21498.59,5,8,1
0,24635.06,30,19336.14,5,12,0
1,41671.58,57,74532.94,5,10,1
1,36226.56,35,33246.74,3,12,0
0,33538.41,52,17220.71,3,11,1
1,62542.32,59,16921.8,5,15,1
0,51949.32,36,37501.13,4,16,0
0,34432.47,29,24571.68,2,13,1
0,21964.38,40,21962.05,2,9,0
0,22007.03,30,13324.31,3,8,1
1,46983.94,27,34450.73,5,12,1
0,38408.0,30,10460.1,5,16,0
0,38118.24,49,73379.37,3,14,0
0,15532.69,57,29481.35,3,8,0
0,39129.38,42,25029.16,3,15,0
0,34995.63,54,53429.47,3,12,1
0,45557.62,27,31281.82,1,12,0
1,26906.1,57,16455.37,2,12,0
0,39496.27,53,41175.16,1,10,1
0,42487.61,52,31038.8,5,17,0
1,32100.64,39,36051.32,1,8,1
0,35708.39,31,17740.64,5,14,0
1,39090.66,26,38204.33,1,15,1
1,44688.22,55,35793.27,3,13,1
0,39075.78,42,35853.99,3,9,1
0,38644.34,55,33646.8,1,10,0
0,20496.7,32,35360.09,5,11,0
1,43408.72,34,55125.33,4,15,1
0,48172.1,42,41785.99,4,15,0
0,40013.69,41,63221.81,1,14,0
0,20870.36,30,12067.26,1,11,1
1,36392.27,56,47986.8,1,11,0
1,61833.98,41,45458.02,5,17,0
1,45467.91,49,54456.17,4,12,1
1,41851.88,46,18731.0,5,15,1
0,41237.04,52,18791.91,3,16,0
0,39787.15,53,21398.2,4,10,0
0,31480.2,49,15936.99,1,10,0
0,6056.81,54,28149.13,1,8,0
1,46342.32,28,94550.25,2,14,1
1,41316.6,64,22521.27,1,13,0
0,33502.19,61,48181.36,5,12,0
0,40150.14,51,50401.24,1,11,0
1,47707.48,45,26506.51,1,16,0
1,66437.09,46,32735.73,3,17,1
0,34304.83,52,22956.57,2,17,0
0,27812.11,25,29633.04,1,16,1
1,56516.13,64,186611.15,3,11,0
1,48442.4,25,103505.77,5,12,0
0,22763.81,51,15007.09,4,11,1
1,28922.46,37,37850.49,5,10,1
0,29216.75,49,8606.01,5,10,0
0,27138.76,61,41040.04,4,12,1
0,27602.3,46,20251.59,4,14,0
1,45289.61,45,49401.73,1,15,0
1,50279.95,56,32149.35,4,11,1
1,56331.84,41,69604.27,3,11,0
0,31066.05,36,21450.23,3,11,0
0,21765.88,28,23575.31,3,13,0
0,44844.88,49,76575.19,5,13,0
0,59262.63,28,87010.05,3,15,0
1,35967.24,37,35997.91,4,17,1
0,55487.7,51,55599.84,4,14,1
0,34613.31,51,23227.93,5,12,0
0,41180.51,25,23344.56,3,15,0
0,31628.11,52,24740.74,2,14,0
1,61851.28,29,168971.98,3,17,1
1,46013.71,58,37058.76,2,16,0
1,53791.28,64,27691.6,2,15,0
1,48775.1,26,12575.16,5,16,0
1,31509.13,36,116376.52,4,8,1
1,28176.5,32,42834.92,4,9,1
0,45284.23,60,51808.02,3,16,0
0,37976.77,51,13318.46,4,17,0
1,42914.53,51,68690.71,1,12,0
1,34340.3,61,31718.84,3,8,1
1,67409.84,42,25230.02,4,16,0
1,27289.6,53,54073.91,2,8,0
1,51889.38,51,90259.4,4,15,0
0,53727.97,35,55090.38,3,16,0
1,38779.09,50,32060.3,1,14,0
0,34759.39,33,59209.69,3,15,1
1,39851.13,25,22684.05,2,15,0
1,53937.48,51,33548.44,5,14,0
1,34660.25,54,16501.66,1,14,0
0,48261.25,36,102875.02,4,13,0
1,51921.01,61,29067.0,2,11,1
0,19114.66,44,16002.85,3,8,0
1,63226.66,39,45298.84,2,17,0
1,76209.39,63,72533.02,5,15,1
1,41981.5,25,20255.47,2,17,0
0,29294.2,25,29191.96,1,14,0
0,29179.58,28,30486.9,1,13,0
0,33763.59,47,79996.04,5,8,0
1,39838.01,45,26311.86,3,11,0
1,39045.38,26,163658.94,5,8,0
1,53378.87,27,53384.69,2,14,0
0,32486.55,29,70218.94,1,16,0
0,37721.86,48,20331.0,5,11,0
1,47172.99,33,42962.23,3,16,0
1,39561.6,47,20141.65,4,12,1
0,15166.97,25,38323.71,5,13,1
0,40430.06,28,18060.3,1,16,0
1,54915.51,56,58237.64,3,14,1
0,29960.08,50,20803.19,5,11,0
0,46110.64,42,74620.74,5,17,1
0,25953.62,40,18902.5,4,11,1
0,18745.37,50,39735.56,2,9,0
1,33118.21,39,57966.18,1,9,0
1,31615.69,27,30982.54,3,9,1
0,41813.88,41,40751.17,1,16,0
1,52778.98,45,75851.97,5,15,1
0,25968.91,38,32593.42,1,8,1
0,40972.45,57,59830.47,3,11,0
1,34604.09,25,10460.07,1,13,0
1,41189.22,62,50884.05,2,9,0
1,43480.45,28,80665.37,2,9,0
0,30741.15,25,27826.3,1,14,0
0,42908.31,57,15202.4,4,10,0
0,31445.15,41,127311.57,5,10,0
0,16554.28,40,15384.22,1,8,0
0,16046.65,44,14935.67,3,10,0
1,42009.48,43,35346.5,2,10,1
0,30735.32,57,48486.4,1,10,1
1,46003.47,32,85862.11,3,15,0
1,39998.94,60,32999.17,5,11,1
0,29784.55,49,43378.22,5,10,0
1,43993.86,55,54919.69,4,15,1
1,49108.71,44,53119.96,3,13,1
0,40154.71,51,53014.62,3,10,1
1,26362.52,58,40010.36,4,9,0
1,39663.54,52,44097.18,4,13,1
1,50603.96,42,46810.86,1,11,0
1,45122.41,64,19904.43,1,10,1
0,29558.36,41,34932.3,5,10,0
1,40856.08,54,60840.34,3,17,1
0,34920.05,52,15962.58,4,13,1
0,21983.63,58,16505.89,4,8,1
0,46626.39,62,33871.34,4,16,0
0,54804.72,61,27527.81,5,13,0
1,58451.48,48,71318.98,2,17,0
0,46711.07,46,36645.93,3,15,0
1,47123.21,34,32377.99,4,17,1
1,42165.75,28,17717.52,3,14,0
0,37100.36,30,12307.37,5,13,0
1,37410.85,46,18690.24,3,10,0
1,38776.25,53,40550.35,5,10,0
0,48958.16,42,83732.21,4,15,0
0,23354.13,40,86354.73,2,10,1
0,30233.33,62,21033.72,2,11,0
1,41292.61,57,27837.89,1,11,1
0,32060.37,29,43161.1,2,10,1
0,31518.69,45,29816.79,2,14,0
1,53563.9,36,73198.93,2,17,0
1,51851.47,54,56552.86,3,13,0
0,31576.67,54,29478.42,4,12,0
1,55998.12,29,84670.35,2,14,1
0,22351.69,46,18810.99,2,14,1
1,59514.03,60,42989.58,5,16,1
0,22105.65,58,8901.02,3,9,0
0,32857.97,61,52199.93,1,10,0
0,28650.92,25,11605.38,4,8,0
1,27316.49,25,45081.25,2,9,0
0,38985.51,37,11534.74,3,16,1
1,38681.81,54,77985.05,5,10,0
0,23524.49,25,36482.63,4,8,1
0,39147.61,57,18790.43,3,10,1
1,56711.33,54,49767.91,2,15,0
1,37639.54,57,22541.52,4,10,0
0,38830.24,57,8322.62,2,12,0
1,32022.72,42,40088.52,5,8,0
1,45911.9,50,68020.19,3,15,1
0,37546.15,38,32530.61,1,13,0
0,29906.77,45,82748.54,4,12,1
1,41775.64,52,54430.38,2,12,0
1,58839.14,61,65457.09,4,9,0
0,34225.83,54,52527.27,4,14,0
1,34669.32,27,57099.39,4,10,0
0,40406.65,28,25132.72,1,10,0
1,65251.72,44,36663.78,1,15,1
0,26384.33,53,57842.44,2,8,0
1,38335.68,53,32171.12,1,13,1
1,34477.8,52,36840.77,3,10,0
0,48136.91,57,18601.11,4,17,0
0,29759.28,58,61146.79,4,9,0
1,32048.74,34,77101.36,4,8,1
1,52956.52,60,15647.68,3,16,0
1,50207.4,36,19200.19,2,11,0
1,66382.64,58,127374.54,3,17,0
0,30429.87,45,20071.34,5,9,1
0,39747.89,26,67709.1,4,8,1
1,29313.63,62,52502.01,1,8,0
0,34472.83,64,134015.49,4,12,0
1,63832.79,51,39982.91,4,15,0
0,27245.88,55,32736.72,4,16,0
0,18772.03,43,18525.87,1,12,0
1,47074.26,55,39379.26,4,10,0
0,47626.14,48,73270.33,2,15,0
1,17059.91,47,34069.75,3,10,0
0,25286.44,45,68056.2,5,8,0
1,59278.42,60,56324.14,3,14,0
0,53007.52,61,72007.08,1,11,0
1,49799.79,50,12231.85,4,10,0
1,51036.22,63,12422.56,1,13,0
1,49417.18,40,76387.14,3,17,0
1,42106.14,29,19814.82,2,13,1
1,42632.4,46,41122.8,4,12,0
0,54554.24,62,28095.63,2,12,0
0,40992.42,51,32792.84,2,14,1
1,50119.44,51,69787.31,5,11,0
0,55471.76,59,55396.61,4,13,0
1,47456.87,64,43046.47,3,10,0
1,43045.1,35,60940.33,2,16,0
0,36308.53,57,17333.38,1,15,0
0,44263.33,64,13067.58,5,11,0
1,48950.26,51,45022.89,4,17,1
0,40533.86,44,65661.13,1,12,1
0,35898.01,30,14507.2,3,11,0
1,41632.25,57,34560.0,1,16,1
1,35184.1,54,90822.67,3,8,0
0,36057.57,61,67064.08,1,11,0
0,33329.53,47,55433.52,4,17,0
0,36829.27,33,56379.46,2,9,0
0,35190.38,52,16607.03,2,17,0
1,49536.62,63,37071.06,3,12,0
1,55226.03,61,49516.67,1,16,0
1,39099.68,42,40356.66,3,16,0
0,22712.13,52,18940.58,3,8,0
0,39322.91,53,16063.76,1,14,1
1,34451.66,30,54319.04,2,13,1
0,48042.36,57,61308.76,4,11,0
1,35866.56,46,36538.85,1,11,0
1,38297.73,27,69417.21,5,8,1
1,60388.52,59,18351.56,1,16,0
0,46548.22,45,74535.73,5,9,0
1,33022.74,39,70729.87,4,11,0
0,55084.46,41,137631.01,2,17,1
0,10870.79,26,28857.96,1,8,0
0,36089.8,37,42594.54,2,17,0
1,48819.06,58,56688.35,1,11,0
0,27068.35,34,20487.25,1,12,0
1,40302.92,52,20360.22,1,13,1
1,38490.31,26,38046.36,3,10,0
1,34989.38,42,67317.26,2,14,1
0,32910.05,50,11949.83,4,14,1
1,64068.16,50,20559.49,1,12,1
1,33823.68,42,35415.94,1,11,1
0,26312.8,59,10116.98,1,9,0
0,40604.34,45,19723.47,1,13,0
0,16340.45,45,35382.95,3,10,0
0,34416.77,31,31898.83,1,14,0
1,32714.68,26,38872.29,3,14,1
0,27889.89,52,34824.24,4,14,0
1,36371.85,49,97415.32,4,8,1
0,41787.72,51,24483.7,2,16,0
0,53257.67,43,37715.66,2,17,0
0,49878.95,52,68084.38,1,16,1
0,29559.15,26,49352.56,1,10,0
0,31837.73,35,26158.21,5,10,1
0,33658.14,51,41313.42,1,9,0
1,48504.05,35,80298.01,4,15,0
0,30845.59,56,56208.54,3,11,1
0,27993.11,45,59682.1,3,8,0
1,43950.07,48,23503.82,3,10,1
0,54201.35,64,49699.4,3,16,0
1,40906.96,50,39976.77,3,8,0
1,58885.95,39,95595.56,2,14,0
0,19091.3,46,32880.31,5,10,0
1,29862.61,38,43323.89,1,9,0
1,37671.35,59,11702.4,3,13,0
1,54428.6,30,43142.19,4,11,0
0,34597.3,58,53486.37,2,10,1
0,19271.76,25,30492.72,5,8,0
1,35596.95,56,18207.64,5,12,0
0,54286.11,51,33901.02,1,17,0
0,40616.21,48,26153.85,4,12,0
0,38242.9,49,68504.9,2,12,0
0,26788.4,36,19272.39,3,12,1
0,34384.0,63,33267.8,4,9,0
1,39144.1,36,65948.62,5,13,1
0,47820.97,31,32744.16,1,15,0
1,35563.3,62,21304.74,4,9,0
0,30774.65,48,26157.7,1,12,1
1,40582.31,36,29148.75,5,8,0
0,39846.56,50,34238.35,4,11,0
1,48035.12,59,30229.9,5,14,0
1,32967.97,41,79575.95,1,14,1
1,44655.97,38,99287.99,5,13,0
0,26402.09,28,15846.44,4,11,0
1,54254.96,43,49166.37,3,17,1
1,55873.71,62,88865.71,2,16,1
0,26712.04,31,26137.48,4,9,0
1,29424.03,50,75848.36,1,9,1
1,24099.72,26,23658.41,2,13,0
0,46520.4,44,45017.12,1,17,1
0,13838.54,45,26112.03,5,10,1
1,56610.21,57,38110.66,1,11,0
1,33603.62,56,25522.32,5,10,0
0,22902.45,48,66271.54,1,8,0
0,44373.02,54,37329.88,2,16,1
0,49234.37,47,53086.83,2,14,0
0,30372.48,30,109119.79,5,11,0
1,53846.93,41,60184.66,5,15,0
0,42198.06,61,16034.63,2,12,0
1,44273.85,47,25891.33,3,16,0
1,56069.09,55,90591.64,3,17,0
1,58596.59,61,45847.3,2,15,0
0,42445.94,59,35181.29,4,11,1
1,49957.43,51,27911.58,4,13,0
0,23446.78,28,61963.92,5,12,1
1,62069.28,58,33982.27,4,16,1
1,25966.31,28,31586.65,4,11,1
1,53652.2,29,25605.27,1,15,0
0,13181.3,26,32691.68,5,11,0
1,21953.24,26,10474.58,4,12,0
0,33314.21,25,110116.1,1,8,0
0,17687.36,26,14499.56,2,12,0
0,34575.9,48,21508.0,5,10,0
0,32917.43,47,13407.42,4,12,0
1,43505.42,27,39538.02,5,11,0
0,27615.37,45,35530.93,4,8,1
0,52643.08,50,51123.1,5,16,0
1,43082.33,40,21812.79,1,13,1
1,46276.9,26,81086.74,4,12,1
0,25231.5,32,26597.88,3,9,0
0,20472.93,27,16751.34,5,11,0
1,49144.19,58,55902.22,4,14,1
1,50660.92,47,50988.99,1,13,1
0,43401.22,43,68960.11,2,15,0
1,36131.54,34,59849.65,1,10,0
1,36859.84,28,27655.97,1,10,0
1,48165.0,53,56487.59,4,8,0
0,25040.51,63,19011.21,5,10,1
0,25853.43,33,15692.71,1,10,1
1,65609.22,64,108212.29,3,15,0
0,29534.79,30,14238.19,4,9,0
1,37863.05,31,139911.29,2,11,1
0,43745.7,48,52217.46,3,17,1
0,28073.04,32,26701.8,2,17,0
0,6973.61,55,12362.01,4,9,1
0,26061.27,51,38151.73,4,8,0
1,42651.53,58,24236.98,3,17,0
1,41571.96,38,15974.53,2,10,0
1,39047.69,48,38109.5,3,13,0
1,48425.0,54,20290.8,2,17,0
0,26340.32,51,12912.81,2,11,0
0,14287.05,39,15227.86,5,15,0
1,56316.96,44,27140.92,4,17,1
1,24803.07,36,36797.52,5,10,0
1,46916.35,49,16554.33,2,17,0
0,27905.31,46,13974.88,5,13,0
0,39408.99,44,51827.0,4,14,0
1,40879.06,58,84184.5,5,9,0
0,55301.43,46,21242.48,1,17,0
1,54976.76,60,73851.44,2,15,0
0,33014.91,39,20686.86,4,10,0
0,42641.54,47,116557.78,4,14,1
1,26225.27,44,29499.07,2,8,0
1,44451.77,59,62894.13,4,12,0
0,32055.75,36,22101.57,3,16,1
0,23769.37,37,51188.79,3,9,1
1,34141.04,28,42654.08,5,9,1
0,37230.2,44,25876.34,5,16,0
0,31361.67,50,38900.92,4,12,0
0,26433.16,25,18388.12,2,9,0
1,53899.87,32,36454.93,2,16,1
1,50077.41,44,61158.75,4,15,1
0,26504.78,45,18608.84,3,8,0
1,70129.93,60,77512.98,2,17,1
0,35086.56,47,11748.79,2,14,1
1,55085.74,50,45892.09,1,16,0
0,24914.96,47,47884.18,5,11,0
0,41565.45,56,69105.77,5,14,0
1,42921.53,56,97088.94,4,15,1
1,46144.05,29,40965.94,1,17,0
1,13023.55,30,32774.29,2,9,0
0,38459.58,60,36000.64,2,13,0
1,47979.2,42,90368.89,2,13,1
0,44424.87,62,16261.99,2,15,0
0,26778.31,35,26548.71,2,8,1
0,43039.48,44,25303.07,5,14,1
1,60775.52,59,40269.47,4,17,0
0,18944.14,30,19350.74,1,10,0
0,34862.24,30,28031.4,4,10,0
0,38177.82,52,41714.7,2,14,0
0,33560.2,44,62202.85,5,8,1
1,37534.86,43,28026.19,3,8,1
1,46773.59,60,96709.78,4,10,0
0,42068.88,47,25793.18,1,9,0
0,36092.4,45,102642.8,3,11,0
1,34093.89,31,72685.9,1,9,0
1,43707.7,43,33594.02,2,15,1
0,48084.01,25,44861.52,2,14,0
0,47703.84,27,41403.58,3,16,0
1,59802.4,46,102673.87,2,12,1
0,28266.49,64,19540.6,3,17,0
0,28066.39,47,78252.15,3,14,0
1,62974.39,60,26586.07,5,16,0
1,22913.1,62,14694.21,5,8,0
1,46058.27,54,13713.86,1,14,0
1,41853.36,39,51877.83,2,15,1
1,37586.71,43,42242.39,5,12,0
0,35151.18,38,62823.59,4,12,0
1,43251.01,43,129122.95,4,9,0
1,49796.87,55,30961.57,1,14,0
0,33952.21,40,29301.4,3,15,1
0,28225.58,58,15380.15,5,12,0
1,57960.59,56,77221.18,1,15,1
0,33197.08,41,42241.73,2,14,0
1,58412.47,64,4100.53,1,12,1
0,44022.95,46,38698.75,3,16,0
0,57400.15,32,49989.77,2,17,1
0,37123.52,59,28138.19,3,17,0
1,56138.95,47,90380.47,4,14,0
1,60129.54,31,29284.16,1,17,0
0,17717.23,55,22045.37,2,12,1
0,15227.47,29,10016.56,5,10,0
0,56996.15,61,19033.13,2,14,0
0,29643.34,44,52240.44,3,16,0
1,33710.14,53,24155.08,3,12,1
0,35811.48,55,21558.61,4,11,0
0,22794.96,37,19136.54,3,11,0
0,24399.36,35,77156.58,1,17,0
0,40075.23,48,28481.93,4,16,1
1,38485.36,48,41663.88,2,8,1
1,27775.89,53,68743.42,1,8,0
1,57289.63,63,28863.22,3,13,0
1,33726.24,29,66894.66,5,11,1
1,39166.88,53,25933.74,5,11,0
0,19133.97,28,28252.22,4,8,0
1,29108.19,27,30901.35,5,10,0
1,56243.31,31,58961.01,1,15,0
0,33500.8,39,73997.18,4,8,0
0,29027.12,62,19550.63,3,12,0
1,44285.16,55,25006.46,2,15,0
1,32607.36,41,71273.36,3,10,0
1,41857.31,25,35242.11,3,15,0
0,33692.25,48,22475.03,3,9,0
1,41931.31,27,72224.71,3,14,0
0,29821.54,40,27791.92,1,14,0
1,59752.81,61,55103.57,2,17,0
0,55089.55,45,43015.19,3,16,1
0,45620.1,47,17862.38,2,14,1
0,39710.73,48,22125.16,2,11,1
1,42263.9,27,21775.1,3,13,1
0,38943.6,58,50022.45,4,16,1
0,36391.12,44,41238.13,4,14,0
0,23776.95,31,24675.88,4,10,0
1,38600.15,33,20180.33,5,17,0
0,44541.89,39,27853.63,4,17,0
0,37996.48,50,40813.87,2,8,0
0,23529.68,41,79774.42,3,8,0
0,22640.82,54,16042.06,3,9,0
1,39029.93,29,22044.67,4,15,1
1,18658.26,29,40531.58,5,12,0
0,33791.37,40,35597.16,1,14,0
0,38804.05,37,17084.24,4,16,0
0,36738.8,46,95226.38,5,13,1
1,48348.36,43,71084.47,4,10,0
0,16652.31,29,24614.04,1,12,0
1,41787.76,47,46671.11,1,12,1
0,35724.11,26,39029.04,1,11,0
1,46148.44,46,32118.05,5,16,0
1,43893.79,35,44881.88,5,8,0
1,61125.64,41,104798.58,4,16,0
1,58280.92,44,36125.77,3,13,0
1,78898.52,64,73011.76,5,16,0
1,21068.19,32,59733.52,3,8,0
0,41274.16,57,23317.32,5,14,0
0,5450.76,30,94548.39,2,10,0
0,22224.83,47,83924.74,4,9,0
0,33460.27,61,44811.48,2,12,0
1,45463.41,42,29486.36,3,14,0
0,30974.82,34,19727.4,5,13,0
1,38299.27,33,38978.76,2,16,0
0,39085.3,48,35278.71,3,10,0
0,34509.14,29,81255.56,4,13,0
1,35964.42,56,21290.7,1,11,1
0,47646.6,55,46518.79,5,12,0
0,38337.07,25,26454.59,3,13,0
0,31339.14,30,25075.22,1,10,0
1,52880.15,54,26299.05,2,13,1
1,43539.37,47,53244.15,4,12,0
1,40651.17,37,42545.71,3,14,0
0,55421.99,58,27617.66,5,16,0
1,43993.49,50,40379.64,4,12,0
0,17112.46,32,23305.8,1,9,0
0,38103.77,54,27141.95,4,12,0
0,43844.81,61,39961.85,4,8,0
0,37525.79,61,23717.19,3,15,0
1,66828.68,59,19423.14,5,16,1
1,50497.45,63,79867.52,3,17,1
1,33389.58,51,39886.83,4,14,0
1,45636.18,60,35964.13,5,10,0
0,38069.22,32,34943.4,2,16,0
1,50349.62,33,27684.23,2,15,0
0,31033.67,36,30136.04,4,10,0
0,27738.66,40,130712.33,5,8,0
0,37039.11,36,50440.91,2,15,1
1,62652.49,44,23809.95,1,17,0
0,34243.04,58,98331.4,2,8,1
0,22479.88,44,24604.31,2,13,0
0,38142.5,51,71801.1,4,16,1
1,46426.91,44,27982.18,2,13,0
1,40387.5,55,43285.46,5,13,1
1,45347.93,51,37130.33,1,16,1
0,33444.79,60,39899.17,2,8,0
0,47053.8,43,36560.96,2,17,0
1,60915.69,28,28907.51,1,16,0
1,54334.41,48,40874.76,3,16,1
0,46464.11,46,87675.81,1,11,0
0,36243.14,54,29115.33,2,17,1
1,43400.1,62,17916.38,2,13,0
0,38231.39,64,15014.58,1,13,0
0,34146.79,32,19091.5,1,13,1
0,31018.19,46,12260.57,4,12,0
0,31258.67,49,10417.74,2,10,0
0,42019.42,28,48813.66,2,13,1
0,40869.19,41,51000.98,4,15,0
0,27558.07,54,42958.81,5,8,0
1,42627.63,64,16068.58,3,14,0
0,32418.91,56,34827.71,4,9,0
0,28237.23,63,39436.32,4,17,0
0,48039.91,30,39280.05,3,17,1
0,51869.69,26,65581.51,5,17,0
1,18446.74,32,49065.05,1,9,0
0,49117.65,64,39702.05,3,16,0
1,49606.5,56,69324.82,5,9,0
1,56547.65,49,53016.04,2,14,0
1,48750.83,54,52627.76,4,17,0
1,45144.02,45,47339.2,3,14,0
1,30363.34,44,29389.78,2,10,0
1,44125.8,62,96286.71,4,10,1
1,28594.45,43,38265.21,4,8,0
0,17171.23,26,16900.13,1,9,0
1,45228.52,44,42247.09,5,15,0
1,45897.82,47,44091.76,2,12,0
0,62834.4,64,123996.71,5,16,0
1,25158.38,44,28861.48,1,8,0
0,40383.24,45,44693.03,3,16,0
1,65413.84,49,58714.12,4,15,0
1,42595.97,37,48618.34,5,11,0
0,35506.95,37,57556.32,1,10,1
0,26835.31,27,42796.23,4,15,0
1,41037.44,33,57669.52,1,15,0
0,31450.21,63,11448.78,4,14,0
1,35999.52,45,87021.63,3,10,1
0,25041.52,47,38447.83,1,14,0
1,41810.5,38,24604.98,2,8,1
0,35825.34,47,69213.09,2,10,0
1,58884.87,62,37823.35,1,9,1
0,37226.8,54,18235.9,4,17,0
1,34958.78,50,38855.35,5,8,0
0,30824.19,28,51261.72,2,10,1
1,31291.78,46,17004.33,5,8,0
0,28428.79,30,16878.57,1,12,0
1,56620.55,44,43954.55,5,17,0
0,46022.87,53,22778.86,3,17,0
0,42382.44,60,42116.32,5,15,0
0,28436.93,48,19936.24,4,13,0
0,17471.4,45,25224.45,2,9,1
0,42405.53,52,22305.65,1,15,0
0,25232.76,31,44091.39,3,8,0
0,39993.17,33,33278.45,5,16,0
0,38680.63,63,23676.05,1,9,0
1,40982.15,50,109996.14,4,9,1
1,54609.1,45,41126.19,2,15,1
1,49642.37,43,24458.04,3,17,0
1,49646.55,56,26079.77,2,17,0
0,27280.54,59,21500.65,3,14,0
1,38380.49,39,70751.98,3,9,0
1,53062.54,64,17899.63,2,17,0
0,27936.73,48,30976.93,3,13,0
1,65557.63,62,69619.75,3,14,0
1,41426.97,57,21029.97,5,8,0
1,59173.66,52,18543.6,4,16,0
1,53488.53,30,43159.82,4,14,1
0,33831.12,57,68754.5,1,9,0
0,26387.31,30,20604.04,3,11,0
0,20654.8,42,26963.17,1,10,0
0,44463.28,60,49363.27,4,15,0
0,41091.54,25,35543.68,1,13,0
0,37472.13,30,32359.37,3,11,0
0,35572.89,36,26603.22,2,14,1
0,39976.58,25,45336.12,4,16,0
0,30330.02,28,12348.15,2,8,0
1,55219.56,49,146474.96,2,13,1
0,51472.74,62,21480.62,5,10,0
1,45734.94,64,63408.43,1,16,0
0,32789.41,30,21886.61,4,14,0
0,40105.84,38,51364.45,5,12,1
1,53669.3,62,22390.86,4,10,1
0,24095.3,38,72533.37,5,8,0
1,52535.42,53,66576.04,3,14,0
0,38096.6,55,28297.13,2,13,1
1,30799.32,56,49961.41,2,14,1
1,45081.49,32,24035.45,2,15,0
0,44752.23,35,52747.51,2,15,0
1,38050.09,32,60140.93,3,17,0
0,31354.17,45,18991.85,3,9,0
1,55160.84,36,14954.42,1,17,1
1,35051.45,46,50094.95,3,12,1
1,51587.88,49,16366.17,2,17,1
0,33311.4,37,17295.85,1,13,0
0,37992.94,39,22556.52,1,11,0
1,77332.87,53,24646.89,2,17,0
0,27673.68,30,46973.56,1,8,0
0,47968.36,50,64805.61,4,14,0
1,44635.75,32,46961.46,3,11,0
0,26555.25,42,32052.13,5,11,0
0,47227.09,59,37832.06,4,10,0
0,41208.57,63,30988.46,3,16,0
0,52820.1,41,37541.96,4,17,0
0,39152.24,42,30088.02,3,8,1
1,22988.45,32,72394.79,1,11,0
1,30327.69,28,19398.07,1,11,0
1,43551.77,41,77644.48,4,9,0
0,33141.76,33,65410.83,5,14,1
0,24524.01,31,10457.64,4,12,0
0,58808.13,40,83833.19,1,13,0
0,39083.67,58,39837.68,3,13,0
0,40923.79,26,51061.01,1,14,0
0,30492.02,35,22288.71,1,10,0
0,22347.46,44,68669.49,5,9,1
0,45783.94,25,128368.07,2,16,1
0,27236.43,61,58210.87,4,10,0
0,33573.06,55,109003.4,4,12,0
0,40602.47,26,28408.28,4,16,0
1,50521.21,30,33833.87,4,14,1
0,39562.04,61,10843.3,5,13,0
1,40030.08,47,44533.06,4,10,0
0,24644.47,37,20625.49,4,16,0
0,18116.61,29,19451.11,5,10,0
0,34156.4,32,35623.98,2,14,0
0,47556.93,58,34036.07,3,8,0
0,20286.78,62,12836.07,5,9,0
0,35012.21,27,24698.54,1,14,0
1,26952.59,41,29321.48,2,9,0
1,58907.56,51,118213.66,2,13,0
0,42905.36,52,64024.05,2,11,0
0,22856.74,30,35293.51,2,12,1
0,45037.59,56,52947.98,2,14,0
0,43742.43,56,21431.83,4,11,0
0,41929.13,26,32186.92,2,17,0
0,41416.17,40,29673.77,3,16,0
1,37763.09,30,76688.23,1,11,1
1,39615.79,54,24941.55,5,10,0
0,34998.58,49,15879.08,2,12,1
1,42102.92,54,61433.59,3,10,0
0,40538.37,28,34489.39,2,14,0
1,39077.63,29,59234.4,1,8,0
0,35072.83,33,25923.67,2,16,0
0,33637.26,33,20401.47,4,13,1
1,47007.85,57,28571.52,5,10,0
1,46269.72,58,81586.68,4,14,1
1,72668.25,64,65861.99,2,15,0
1,49789.93,53,16156.43,2,14,0
0,31244.38,31,72780.88,3,17,1
1,60127.23,64,59712.64,5,17,0
1,46394.43,42,43625.64,1,14,0
1,42845.92,43,47474.23,3,12,0
1,25782.2,38,35698.68,3,8,0
1,31042.43,40,61786.0,5,13,0
0,36258.59,29,33830.28,4,11,1
0,32881.65,33,29655.37,4,11,0
0,45831.42,43,49281.71,1,16,0
0,28102.47,46,35256.53,2,14,0
1,50407.89,40,12672.73,3,11,1
0,36375.1,51,17784.59,1,10,0
1,46862.26,52,31733.97,5,15,1
1,32089.35,53,133733.55,4,11,1
1,44974.26,52,41359.01,5,15,0
0,44684.2,60,51840.02,5,15,0
0,38549.8,52,20806.95,4,14,0
1,36933.52,28,72168.19,2,16,0
0,28365.38,29,62676.21,5,8,0
0,34412.23,52,37074.0,4,13,0
1,62043.78,41,15630.69,1,15,1
