promo_applied,spend_90d,tenure_months,past_purchases,age
0,110.2,7,1,63
1,59.3,7,4,30
0,67.27,29,4,47
1,113.08,42,4,40
1,93.87,46,8,36
0,93.31,3,8,50
1,136.67,31,6,60
1,136.25,43,1,61
0,83.69,33,2,55
0,84.46,8,1,45
0,94.77,15,7,19
1,100.93,4,10,26
1,84.68,31,2,53
0,85.27,19,10,43
1,152.06,33,21,44
1,172.4,28,8,58
0,72.84,15,4,31
1,109.85,46,4,30
0,76.51,25,9,48
0,99.48,25,4,64
1,96.34,33,11,59
0,90.9,22,7,56
0,67.08,24,7,31
1,86.3,38,2,24
1,80.47,29,2,21
1,91.49,5,8,40
0,90.63,11,11,25
0,73.15,29,2,20
1,107.5,26,2,59
1,101.97,43,7,33
1,72.98,31,2,50
1,108.57,18,6,46
0,82.04,25,4,37
0,86.27,27,3,21
1,91.19,4,2,53
0,86.97,36,1,39
0,79.0,37,4,39
1,144.73,42,5,59
1,113.19,44,1,26
1,85.52,33,7,50
0,52.07,11,3,57
0,38.28,15,4,30
1,121.86,27,5,62
1,112.74,37,0,58
0,103.69,29,5,36
0,64.12,20,2,36
1,111.27,35,3,29
0,46.2,42,3,30
0,111.75,9,11,59
1,106.13,30,1,22
0,92.64,5,7,61
1,74.8,24,2,52
0,26.41,16,0,45
1,130.13,27,7,22
0,115.55,17,6,60
1,62.39,24,4,30
0,101.76,23,15,18
0,71.86,5,2,61
0,69.16,17,5,37
1,138.86,46,3,31
0,81.92,33,2,36
1,90.91,8,11,40
1,70.23,30,10,52
0,76.87,40,1,21
0,91.9,21,4,52
0,88.65,33,10,18
0,27.9,18,2,20
1,202.71,44,16,52
0,81.49,18,11,52
1,100.98,39,9,19
0,77.33,17,1,62
1,66.83,36,2,36
0,87.23,16,2,20
0,98.29,22,1,59
1,133.05,47,8,55
1,135.74,43,14,63
0,91.67,19,1,43
1,128.39,30,2,37
0,91.16,38,12,51
1,89.4,47,8,21
0,66.85,13,2,36
1,109.32,18,6,33
1,77.17,18,2,39
1,107.96,44,4,64
1,150.42,45,2,62
0,96.85,37,15,24
0,112.43,3,24,28
1,98.41,43,3,18
1,107.69,40,7,38
0,84.37,29,12,23
1,101.3,17,6,58
0,84.07,22,1,53
1,149.1,45,24,39
1,103.4,21,19,42
0,86.52,31,6,51
0,55.39,25,2,32
1,144.41,46,3,61
0,45.19,17,3,23
1,81.36,21,2,62
0,87.08,8,1,51
1,116.05,38,8,58
1,74.69,35,5,27
0,92.86,46,4,35
0,107.66,34,23,58
0,66.86,19,3,28
0,66.02,5,11,19
1,120.33,22,8,59
0,66.48,40,0,47
1,95.08,15,0,29
0,89.33,23,4,22
0,86.02,27,7,40
1,135.35,27,13,42
1,283.89,28,81,42
0,112.3,7,16,49
0,74.82,9,4,19
1,125.95,45,7,27
0,54.64,12,1,42
1,94.4,29,6,30
1,71.35,17,9,44
0,87.44,12,5,48
1,124.19,47,5,20
1,32.37,9,1,28
1,147.76,13,11,63
1,107.88,38,7,33
1,127.49,32,4,35
0,56.15,1,2,64
1,100.89,23,3,61
1,153.69,44,18,47
1,107.32,34,7,36
0,56.21,7,1,60
1,89.29,13,4,64
1,110.46,42,1,35
0,64.82,34,2,19
1,84.24,9,1,24
1,143.0,36,14,36
0,74.11,16,6,22
0,80.04,28,22,48
0,69.63,14,13,22
1,112.05,31,3,53
1,101.64,35,1,28
0,111.67,25,2,38
1,88.58,46,9,26
1,80.22,33,2,51
1,193.48,27,24,64
0,84.72,7,3,45
0,73.3,30,1,20
0,76.41,32,3,44
1,110.84,31,3,21
0,38.5,33,3,27
0,114.82,4,5,51
1,112.63,41,4,38
1,119.87,31,7,50
0,69.21,6,3,28
0,84.54,20,2,20
1,172.62,33,12,55
0,84.39,16,2,45
1,138.58,40,16,41
1,88.35,39,2,32
0,114.63,3,16,54
0,52.86,12,3,40
0,93.19,26,5,37
1,103.84,24,4,59
1,91.28,39,3,41
0,103.94,17,3,33
0,149.04,35,24,58
1,74.64,24,2,61
0,101.17,16,2,52
0,85.6,12,2,57
1,79.04,12,1,50
1,130.43,47,0,53
0,65.42,25,6,27
1,53.01,27,1,32
1,41.68,14,1,34
0,108.78,23,12,22
0,79.34,11,3,30
0,104.12,13,5,36
0,55.5,35,3,45
1,121.41,37,2,31
0,116.73,17,11,56
1,158.99,38,4,58
1,90.09,21,1,56
0,86.01,8,2,51
1,85.53,38,12,28
1,101.08,37,2,33
1,130.52,37,2,22
0,115.11,12,4,51
1,107.07,38,3,57
0,96.64,12,7,34
0,90.41,20,3,42
0,106.33,16,1,39
0,91.54,37,2,26
0,89.21,11,20,19
0,54.6,14,0,21
1,122.09,37,8,42
0,83.23,11,1,35
0,73.72,6,3,39
0,60.83,5,2,53
0,60.71,32,4,24
0,97.32,11,2,39
0,46.03,45,7,34
1,79.85,11,6,41
1,105.64,19,5,31
0,100.4,21,4,26
0,82.15,23,3,25
0,70.17,32,5,33
0,84.6,14,2,38
1,109.76,42,10,23
1,131.95,37,4,54
1,112.87,24,1,59
0,100.46,6,15,41
1,82.44,17,2,62
0,80.92,38,2,18
0,61.08,23,8,32
1,112.43,40,3,43
1,117.33,14,6,62
1,70.36,2,2,63
1,117.77,47,1,26
0,101.67,37,14,39
1,117.03,45,3,58
1,83.19,6,1,22
0,103.71,26,1,25
0,77.59,6,1,42
1,90.8,22,10,54
0,93.81,10,4,55
1,149.09,18,13,57
1,88.93,18,2,29
1,74.9,8,3,61
0,68.59,11,6,47
0,116.1,29,10,47
1,198.86,43,35,26
1,120.27,12,6,59
0,79.87,10,3,41
0,60.1,35,3,64
0,93.03,7,5,52
1,103.39,38,4,39
0,76.05,1,6,26
1,88.84,1,6,39
1,100.64,28,7,43
1,97.92,26,10,23
0,72.5,17,12,49
0,33.66,5,5,19
0,101.95,21,4,28
0,54.52,47,5,38
0,97.1,35,10,34
0,72.49,8,1,58
0,75.76,9,3,52
0,51.23,33,3,20
1,122.93,42,6,31
0,90.21,22,6,54
1,74.75,19,6,34
1,71.85,20,3,48
0,76.86,10,9,47
1,86.7,5,4,57
0,59.88,5,1,18
0,85.37,35,6,18
0,74.91,24,1,30
0,88.31,21,1,23
0,143.85,14,9,62
1,99.66,30,3,49
1,89.78,35,5,37
0,58.26,28,1,35
0,57.19,11,8,22
1,143.13,47,4,52
0,86.42,5,1,55
1,107.15,14,6,34
0,51.82,1,2,30
0,104.08,19,7,54
1,77.85,38,2,23
1,73.72,41,6,22
1,97.25,30,3,53
1,96.65,35,4,23
1,86.01,30,1,30
1,54.94,22,0,19
1,200.25,47,18,50
0,136.99,1,16,59
1,55.36,38,2,36
1,122.41,37,15,51
0,86.67,1,2,43
1,91.22,24,4,60
1,82.09,16,16,35
0,115.85,40,13,56
1,99.87,41,1,44
0,33.86,14,2,27
0,63.17,6,11,46
1,71.4,18,0,47
0,105.65,5,20,60
1,128.65,16,9,18
0,66.48,18,1,64
0,88.14,5,8,28
0,67.85,10,13,28
1,119.82,46,0,38
1,123.82,46,11,27
1,53.7,11,2,27
1,101.48,46,0,23
1,74.14,15,0,19
0,61.57,25,1,23
0,73.02,6,1,23
0,84.2,1,8,19
0,80.28,24,10,22
0,85.41,1,8,45
0,109.77,39,9,37
0,75.54,29,2,28
0,102.92,2,16,23
1,101.68,22,4,50
1,122.32,33,4,59
1,115.2,39,7,57
1,92.52,28,4,46
0,100.21,21,16,42
0,76.34,6,6,52
1,50.17,13,1,48
1,89.65,21,4,51
0,91.6,15,3,59
1,93.46,33,3,50
0,88.64,24,1,57
1,109.46,43,2,35
0,83.64,13,9,31
1,120.36,26,8,49
0,89.98,14,4,51
1,32.53,3,1,22
1,90.36,39,3,53
0,90.88,17,2,36
1,71.29,31,1,55
1,93.27,7,15,55
1,166.43,39,22,46
1,162.49,35,20,24
1,150.6,45,9,59
1,65.59,31,3,47
1,159.17,43,6,51
1,117.56,18,1,60
1,72.25,34,2,36
0,95.55,1,2,56
0,68.97,30,7,20
0,128.51,8,34,46
0,95.99,20,13,58
1,71.49,13,4,34
1,99.17,43,0,60
1,75.46,11,2,37
1,188.34,8,50,46
1,59.65,38,4,25
0,102.88,15,14,38
0,59.06,7,1,50
1,121.87,5,14,49
1,81.18,18,2,23
0,62.54,1,2,23
1,133.6,34,12,24
0,92.57,6,13,46
1,102.34,18,5,34
1,97.41,25,4,24
0,32.83,15,4,37
0,99.11,4,3,58
0,74.37,2,0,31
1,115.28,38,4,41
1,110.78,18,7,63
0,56.17,3,1,27
0,80.03,14,9,54
0,66.67,44,3,26
0,73.2,14,1,26
1,131.1,36,13,57
1,124.48,40,15,45
1,93.95,15,5,60
1,81.81,27,6,34
1,125.82,42,7,41
0,119.5,38,15,28
1,99.17,36,2,34
1,94.27,39,9,45
1,68.89,12,4,40
1,133.88,41,7,34
1,47.14,19,2,20
1,43.93,9,8,38
0,98.8,8,2,41
1,104.59,44,6,29
0,43.18,4,2,26
1,112.3,41,2,30
1,133.73,45,6,58
1,119.31,35,7,28
1,27.26,10,2,39
1,128.5,45,13,55
0,37.46,14,4,38
0,92.96,41,1,38
0,2.83,29,3,24
0,105.45,2,5,56
1,99.43,46,2,30
1,108.66,33,1,64
1,83.59,25,10,26
0,129.3,26,17,32
1,109.61,44,1,37
0,43.26,20,3,24
1,101.18,32,10,26
0,55.0,24,2,18
0,99.27,4,5,53
0,101.49,11,3,25
1,163.57,14,26,26
0,110.59,34,6,56
0,37.91,6,2,60
0,130.71,37,12,49
0,82.02,2,1,43
0,75.49,4,4,34
0,43.66,31,2,32
1,120.03,17,4,39
0,103.38,19,3,63
1,128.31,27,1,64
0,106.03,10,3,61
0,54.39,20,2,39
1,64.5,7,0,38
1,47.54,9,6,34
0,75.74,22,2,62
0,98.84,40,5,40
0,123.0,47,3,22
1,101.11,36,1,41
0,80.78,8,6,20
1,131.56,42,0,55
1,135.48,40,8,37
1,114.73,44,10,35
1,102.99,35,8,42
1,88.54,26,6,28
1,90.55,12,5,42
1,179.34,30,26,61
1,95.14,27,2,41
1,108.56,43,11,38
1,112.31,24,3,54
1,107.43,32,4,54
1,121.31,22,1,35
1,80.34,25,4,39
1,127.38,34,2,24
0,70.54,46,12,23
1,106.83,28,4,18
1,93.49,32,5,55
0,56.42,9,2,22
1,88.3,28,2,28
0,75.07,34,3,34
1,103.47,44,2,62
1,168.68,33,10,51
0,79.96,25,1,55
0,52.27,21,2,19
0,31.01,16,2,41
0,95.09,31,10,48
0,56.1,18,5,39
0,20.77,31,2,30
1,106.64,38,3,22
1,148.21,15,31,35
0,56.79,16,4,20
0,87.54,29,5,56
1,159.96,30,20,52
1,158.02,42,16,22
0,70.99,7,14,18
0,53.31,29,2,60
1,86.96,15,11,50
1,128.26,36,5,37
0,55.62,33,11,55
0,50.86,38,3,34
0,74.21,38,8,53
1,107.26,45,2,26
0,92.86,5,4,46
1,110.52,38,1,21
1,71.25,18,2,38
0,97.32,9,1,60
0,41.21,7,1,62
1,45.28,24,2,38
0,100.99,29,2,33
1,142.18,47,8,44
0,42.65,15,3,31
0,102.04,7,3,46
1,81.51,2,23,19
0,95.05,30,8,57
0,90.63,13,6,29
0,45.21,25,1,30
1,99.29,43,4,19
0,84.07,9,2,19
1,82.64,10,8,35
1,89.34,12,4,34
1,140.72,33,16,34
0,115.84,40,3,38
0,42.01,6,0,33
0,88.93,1,6,46
1,148.06,36,14,43
0,95.21,8,1,42
1,109.69,45,9,35
1,102.53,14,1,45
0,101.59,45,7,59
0,74.88,5,7,59
0,80.85,22,9,26
1,111.32,26,4,30
0,62.57,30,5,20
1,99.67,29,2,48
1,81.24,5,14,19
1,81.89,7,3,35
0,35.23,25,1,33
0,64.35,36,2,63
0,92.81,31,2,58
0,52.08,8,3,45
0,70.73,32,3,25
0,57.32,19,3,18
0,62.94,30,4,18
0,59.0,20,7,51
0,26.95,1,2,37
0,68.71,27,10,26
0,87.98,12,5,36
0,120.8,4,7,54
1,117.6,35,4,63
0,207.94,16,47,42
1,108.51,34,4,48
1,85.81,43,4,36
0,73.42,10,4,32
0,116.14,40,10,64
1,132.86,44,3,61
1,84.73,13,4,55
0,91.13,26,6,58
1,83.21,18,2,47
0,103.35,15,8,55
1,84.17,12,7,52
1,100.39,23,10,23
1,151.53,31,16,56
1,94.33,38,1,30
0,95.01,38,6,27
0,128.39,14,5,52
0,95.39,22,4,40
0,59.02,2,0,37
0,43.95,21,1,26
1,177.13,37,20,37
1,107.41,18,2,23
0,62.43,9,9,18
0,119.23,13,31,22
1,114.94,43,0,51
1,63.51,15,3,28
1,45.93,22,1,27
1,108.27,17,6,28
0,59.64,29,1,33
1,103.56,31,1,56
0,72.24,39,2,28
1,121.23,23,8,53
1,138.76,43,8,44
1,118.85,21,14,44
1,94.31,45,7,20
1,151.36,39,4,44
0,63.26,21,6,43
0,106.79,4,7,55
0,69.21,2,3,39
0,22.1,32,3,32
1,64.81,26,2,40
0,92.68,2,2,34
0,94.5,28,5,52
1,157.41,32,1,27
0,82.77,35,3,26
0,43.38,37,0,29
0,85.39,27,2,31
0,142.51,11,8,54
0,44.42,14,3,36
1,79.38,35,6,43
0,118.64,4,8,47
1,123.23,38,3,46
0,64.7,22,2,54
1,98.79,29,6,54
1,96.56,22,5,32
1,102.67,27,6,59
1,54.9,1,6,32
1,145.37,45,11,34
0,94.14,11,4,49
1,105.21,34,8,25
0,108.24,17,3,53
1,66.92,19,4,40
1,130.72,29,2,33
0,89.45,9,2,37
0,55.52,9,2,22
0,76.77,8,6,55
1,45.18,2,0,64
1,95.74,3,11,62
1,102.87,25,1,23
1,130.62,42,4,52
0,124.97,22,8,63
0,137.91,18,4,62
1,99.38,47,10,27
0,51.13,12,2,29
0,85.54,9,2,32
0,88.53,21,18,32
1,92.91,17,13,51
1,139.99,39,17,22
0,61.75,31,2,62
0,60.38,24,6,23
1,96.22,43,12,20
1,89.62,23,8,51
1,106.42,33,5,64
0,77.57,38,4,36
1,99.36,40,5,26
0,71.63,32,7,38
0,66.36,20,5,30
0,81.55,40,7,19
1,117.12,45,1,25
0,74.43,34,7,29
1,64.3,27,5,35
0,62.16,20,3,41
0,77.96,25,8,36
1,73.05,8,2,33
0,61.7,14,3,25
0,69.65,46,1,22
1,112.23,23,5,20
0,75.48,24,3,59
1,150.47,45,2,62
1,110.71,32,6,37
1,69.11,34,1,33
0,65.18,16,2,32
0,75.15,24,3,33
1,138.84,27,3,40
0,65.61,1,4,31
0,117.19,13,5,51
1,64.58,30,3,49
1,112.22,26,2,37
1,148.99,42,4,23
1,121.78,47,2,30
0,43.87,5,2,20
0,69.42,31,1,58
0,116.89,21,7,43
0,49.52,3,2,46
0,60.48,1,5,52
0,84.0,45,2,58
1,100.83,38,8,21
0,84.39,11,8,53
0,138.05,4,19,20
1,106.9,26,5,59
0,70.97,1,3,30
0,71.96,12,4,29
1,118.13,31,4,59
1,66.02,4,3,39
0,72.33,17,4,59
1,110.11,39,5,26
0,101.76,25,5,41
1,110.38,18,4,33
0,89.09,2,2,40
1,102.78,4,10,19
1,110.94,33,5,31
1,105.81,23,1,35
0,88.37,10,1,54
1,112.59,26,3,23
0,26.0,23,2,28
0,85.48,25,1,36
1,90.66,16,0,44
0,107.86,5,2,42
0,118.67,29,5,42
1,128.26,40,9,30
0,83.04,34,2,27
1,113.79,31,4,46
0,65.14,30,5,44
1,146.19,41,16,50
0,80.14,4,7,32
1,108.48,46,6,45
1,94.85,11,1,53
1,131.22,45,5,32
0,56.32,3,4,35
1,123.47,44,1,47
1,137.87,46,2,46
0,71.63,5,1,64
0,84.72,44,6,32
1,126.98,43,8,21
1,113.59,35,16,29
0,108.48,4,13,64
0,91.28,6,1,61
1,60.12,9,11,36
0,52.4,16,2,45
1,130.86,43,5,61
1,105.01,1,17,56
0,82.08,12,12,30
1,126.35,38,2,60
1,100.73,34,3,52
1,101.81,14,19,25
0,112.76,1,4,38
1,94.66,10,5,58
1,117.87,41,2,18
1,126.45,25,5,52
0,120.2,19,16,38
0,78.58,26,5,34
1,130.8,46,6,51
0,91.04,26,2,58
1,107.72,41,4,32
0,54.2,13,2,32
0,44.66,29,2,63
0,74.05,29,13,40
0,68.31,13,1,27
0,77.46,9,10,28
0,35.22,26,1,53
1,177.05,47,10,38
0,65.32,10,16,26
1,145.72,43,3,58
1,75.69,39,3,37
1,65.13,15,4,47
0,82.31,36,2,37
1,75.81,31,3,24
1,22.98,4,0,22
0,105.96,30,19,27
1,139.51,47,4,54
0,84.7,8,4,30
0,60.12,41,2,22
1,106.98,46,1,34
1,110.22,47,3,40
1,89.44,27,9,28
1,95.25,21,7,34
1,69.21,2,2,57
1,106.62,23,2,60
1,129.47,38,8,61
1,113.22,26,9,23
0,86.93,19,2,38
0,53.05,30,4,25
0,73.32,27,4,33
0,83.27,2,3,45
1,76.47,31,1,46
1,113.76,38,2,60
0,68.52,17,1,46
0,88.16,9,4,42
0,86.26,16,3,46
1,95.33,35,6,44
1,123.4,18,15,59
0,72.43,21,2,33
0,80.57,27,4,39
0,122.37,3,7,55
0,105.21,42,5,30
0,68.52,23,3,39
0,59.83,24,4,64
0,68.38,28,4,24
0,79.05,38,1,37
1,84.87,47,0,52
0,26.82,42,8,23
0,78.84,41,7,42
1,93.97,9,11,43
0,124.81,29,7,47
0,58.27,4,5,53
0,98.76,13,20,35
1,136.39,40,13,35
1,154.19,46,20,21
0,76.81,40,1,64
0,111.92,14,5,30
0,77.58,20,5,61
1,92.34,31,3,39
1,91.29,37,2,19
0,64.63,41,12,39
1,79.58,23,3,46
0,115.14,4,21,40
0,111.92,13,4,39
0,62.84,7,3,46
0,64.53,17,4,22
1,115.52,39,2,27
1,156.77,46,8,63
1,139.92,32,3,42
0,80.65,17,6,25
0,76.17,4,4,21
1,149.72,38,6,28
0,119.61,7,15,48
0,107.87,12,3,47
1,119.41,42,4,44
0,92.48,11,3,35
1,85.4,27,5,22
1,70.38,25,1,39
1,126.38,36,6,44
0,63.69,17,10,36
1,61.97,38,3,27
1,126.71,42,17,56
1,101.06,13,6,52
1,85.05,41,2,35
1,104.38,36,1,33
1,118.11,29,6,50
0,70.72,11,3,26
1,120.38,35,1,48
1,128.34,45,2,30
1,108.25,37,3,49
1,110.91,2,22,26
0,64.41,8,2,27
0,51.98,21,1,25
0,98.29,21,24,27
1,67.39,17,2,25
1,115.79,28,8,59
0,79.08,43,3,54
0,7.59,46,3,36
0,62.88,40,1,43
1,104.38,32,2,39
1,111.75,34,12,29
0,57.79,22,1,37
1,89.6,30,4,30
0,102.36,29,6,51
1,93.4,19,0,53
0,73.13,7,6,37
0,79.07,35,0,51
1,105.9,38,3,23
0,71.16,1,4,63
1,125.61,40,3,59
1,80.64,35,7,21
0,60.04,16,4,42
1,127.13,43,4,35
1,81.42,40,3,51
0,86.66,21,0,51
1,136.87,39,7,56
1,92.96,20,4,38
0,98.09,29,13,44
1,68.13,20,2,42
0,72.04,18,3,27
0,65.07,18,3,63
1,106.87,22,9,29
1,47.7,20,1,23
1,59.32,9,6,26
0,91.83,35,1,37
0,88.21,29,14,36
1,118.86,44,1,41
1,67.32,12,4,18
1,104.67,37,3,23
1,85.05,41,1,32
0,70.54,1,6,35
1,105.64,37,7,28
0,101.97,21,12,37
1,144.17,47,12,59
1,75.31,23,3,22
0,94.93,11,4,61
0,104.65,15,8,18
0,52.03,34,4,29
0,85.29,5,6,33
1,84.75,17,2,60
0,107.52,42,20,55
0,93.54,31,24,18
0,58.87,5,1,25
1,84.32,13,2,29
1,145.16,39,6,58
0,110.37,42,3,26
1,124.56,39,1,33
1,202.24,35,37,48
1,95.96,34,7,34
0,89.85,2,7,35
1,132.84,13,25,36
1,79.57,18,2,61
1,199.41,6,57,49
0,78.62,29,3,55
1,86.81,31,4,45
1,128.68,24,19,61
0,109.84,15,10,53
0,42.86,27,9,26
0,34.74,9,5,33
1,106.2,29,11,30
0,75.61,24,2,48
0,70.37,2,7,62
0,114.17,38,12,23
1,110.71,39,1,38
0,84.29,2,3,33
0,67.86,15,7,25
1,93.94,14,2,49
0,97.44,29,4,50
0,118.39,41,17,29
0,73.97,42,7,24
0,106.04,14,5,27
0,81.0,24,3,43
1,60.63,9,9,39
0,40.28,47,5,40
1,116.25,14,19,30
1,89.62,43,3,39
0,90.78,1,5,32
0,99.73,4,5,47
0,93.2,44,7,27
0,66.58,15,4,54
0,93.97,27,11,33
0,51.68,19,3,29
0,40.46,10,2,50
1,81.3,35,2,57
1,53.41,6,7,43
1,78.34,39,4,29
1,181.59,45,36,32
0,97.7,47,8,26
1,96.65,21,6,21
0,83.4,14,2,51
0,119.4,1,11,45
1,91.27,18,2,56
0,67.81,47,2,31
1,68.48,34,4,62
1,125.66,47,1,57
1,87.55,15,6,40
1,92.29,2,11,50
0,97.23,14,3,38
1,51.47,6,3,36
0,84.61,34,9,31
1,122.47,35,10,50
1,61.48,8,5,21
0,110.72,18,1,47
1,133.86,42,6,48
1,147.66,44,13,59
0,59.28,20,2,34
0,62.1,19,6,32
1,155.39,43,1,62
1,73.35,9,8,44
1,67.97,15,4,26
1,53.52,19,2,32
1,105.03,17,11,40
1,126.56,40,16,39
1,131.82,21,13,63
0,97.1,4,3,43
0,84.92,1,2,48
1,100.18,19,1,39
0,52.81,5,4,19
0,77.63,2,2,55
0,105.49,1,3,55
1,97.05,35,3,53
0,74.1,3,11,24
1,106.13,26,11,32
1,88.19,39,1,39
1,159.0,29,20,18
1,69.41,9,6,23
0,73.07,23,9,31
1,135.86,41,15,60
1,82.46,43,2,57
1,105.08,30,6,48
0,66.95,35,2,31
1,150.59,41,5,42
1,112.9,13,9,51
0,85.65,8,2,36
1,147.58,43,14,31
0,60.7,1,1,32
0,58.53,24,11,28
0,93.3,24,2,53
0,91.75,10,4,63
1,88.2,18,2,45
1,165.44,37,21,44
0,46.46,27,3,62
0,52.97,11,2,24
1,119.36,35,6,20
0,61.82,11,1,40
1,143.57,44,7,32
1,117.35,11,6,55
1,80.38,19,4,60
0,98.05,37,6,63
0,152.29,22,14,64
0,42.51,30,0,33
0,102.31,8,3,38
1,119.38,8,10,31
0,110.31,41,12,25
0,99.58,41,1,61
1,75.26,4,5,62
1,79.41,29,3,48
0,70.82,14,8,60
0,100.82,1,1,21
0,100.5,19,6,43
1,126.18,18,17,55
0,92.64,15,0,62
1,66.41,14,5,24
0,60.45,38,2,18
1,70.67,16,2,18
1,76.1,22,0,42
0,85.4,28,5,22
0,84.15,33,2,40
1,159.94,46,2,26
0,69.19,18,2,19
0,89.44,5,8,52
1,88.2,20,2,57
0,119.75,10,10,23
1,99.97,45,5,55
0,92.69,33,0,43
1,115.22,33,2,34
0,40.3,21,2,62
0,86.76,37,12,30
1,102.63,32,8,24
0,49.7,1,2,62
1,76.27,10,1,48
0,78.6,25,2,28
1,59.99,41,2,20
0,96.21,34,2,64
1,126.95,11,5,59
0,32.79,12,3,54
1,149.84,37,10,54
1,31.59,10,4,39
1,77.61,28,1,31
1,102.93,2,2,53
1,72.78,13,3,51
1,95.72,25,2,49
0,77.16,8,2,49
0,109.16,9,3,52
0,107.11,34,12,18
1,119.43,11,22,47
1,136.27,45,3,28
0,89.42,6,2,63
0,90.61,23,9,53
0,161.92,38,37,45
1,58.48,1,7,64
1,107.31,35,1,38
0,140.59,24,24,49
0,69.61,45,12,26
1,71.41,16,8,35
1,77.79,1,6,29
0,69.97,30,3,41
1,123.88,42,8,21
1,79.99,2,6,47
0,84.39,5,2,39
1,113.39,31,8,46
1,111.65,15,12,51
1,87.28,26,11,24
1,116.26,24,6,26
1,125.28,37,12,45
0,76.07,12,2,30
0,85.52,6,4,35
0,69.99,9,7,50
1,141.35,38,8,51
0,112.89,29,2,24
0,97.98,47,3,60
1,113.95,46,12,53
0,95.55,44,8,30
1,133.89,45,8,53
0,83.86,24,4,38
1,77.29,20,1,35
1,127.66,46,13,56
1,142.83,30,31,21
0,77.08,32,5,27
1,96.89,17,0,48
1,70.27,31,20,41
1,133.03,45,1,28
0,72.17,38,10,36
1,131.33,25,28,18
1,112.49,26,2,30
0,121.67,12,2,31
1,61.24,4,2,52
0,79.78,22,6,19
1,171.43,40,18,64
0,100.53,27,5,60
1,123.27,45,7,33
1,78.01,3,5,57
0,68.18,27,0,43
1,116.83,32,5,22
0,121.02,24,5,50
0,79.75,15,2,31
1,84.43,12,2,55
0,64.0,37,4,27
1,172.55,47,10,51
0,84.53,3,1,25
1,73.2,29,4,32
0,78.02,25,5,22
0,110.99,28,7,52
0,48.44,19,2,57
1,81.2,19,16,43
1,177.15,42,4,53
1,81.8,13,1,57
1,120.55,34,3,19
0,190.17,11,32,27
1,99.17,20,1,33
0,32.15,35,6,22
0,54.5,47,3,27
1,129.83,43,6,60
1,154.28,17,26,64
0,97.81,12,8,40
1,97.96,23,5,33
1,79.13,43,3,34
1,124.06,41,4,45
0,66.18,18,6,25
1,155.1,45,2,54
1,78.49,17,2,41
1,101.58,41,6,54
1,71.2,32,4,25
1,134.14,33,6,21
1,109.92,36,3,34
0,83.26,34,11,25
0,84.56,24,4,50
0,108.42,18,8,60
1,113.41,21,4,29
0,75.57,30,3,63
1,59.18,8,4,36
0,56.22,31,8,40
0,22.13,20,2,42
1,98.86,43,1,42
1,112.84,36,3,43
1,146.85,39,6,31
1,112.67,32,4,26
1,98.59,22,2,59
0,79.66,9,3,57
0,99.21,12,3,23
1,113.25,35,6,33
1,117.35,36,11,19
1,91.92,18,6,31
0,78.88,2,8,42
0,58.85,37,2,29
1,130.21,26,4,40
0,100.85,29,2,36
0,43.54,1,3,60
0,60.53,42,0,38
1,90.22,16,1,33
0,84.16,11,10,49
0,50.25,4,1,24
1,79.92,19,6,32
1,105.51,41,5,63
0,62.69,7,5,28
0,89.68,12,5,32
1,97.18,42,8,52
1,123.0,27,2,46
1,116.86,45,3,48
0,113.0,42,1,42
0,83.86,1,4,59
0,75.03,30,2,23
1,116.13,5,5,55
0,67.48,16,1,58
0,79.84,27,5,36
0,66.8,26,0,22
1,145.22,47,3,61
1,101.67,30,4,38
1,135.6,45,6,29
0,71.6,14,1,40
1,105.57,9,4,50
0,105.23,28,20,50
1,127.87,45,2,56
0,128.25,4,8,51
0,80.48,4,1,22
1,154.38,30,5,61
1,162.39,38,5,52
0,83.89,18,7,60
1,82.77,16,2,24
1,127.17,37,10,28
0,105.19,11,4,58
0,93.1,28,2,64
0,72.26,1,4,58
1,120.01,41,11,27
1,110.92,20,10,63
0,111.68,45,2,48
0,63.66,2,4,26
0,106.55,6,8,57
1,94.57,41,3,26
1,95.91,24,9,20
0,85.74,3,1,56
1,146.11,35,5,63
1,40.49,13,1,45
0,82.03,29,2,22
0,84.89,33,11,41
1,83.04,27,5,27
0,76.06,9,8,20
1,113.67,47,0,46
1,111.65,36,2,55
1,137.63,35,11,47
1,68.62,11,4,43
0,102.39,2,3,39
0,91.44,26,2,31
1,100.92,29,16,27
1,119.35,44,3,36
1,108.38,36,3,43
0,74.8,26,1,56
1,113.41,19,12,34
1,138.58,44,15,47
1,108.79,45,3,36
1,71.14,12,3,23
0,71.4,32,5,32
1,70.38,2,5,36
1,92.62,28,10,19
0,78.5,21,1,46
1,112.74,47,9,29
0,109.97,3,7,41
0,81.73,3,4,30
1,115.08,40,3,49
0,55.62,23,2,26
1,88.14,20,2,31
0,96.38,20,6,49
0,105.84,35,15,30
1,92.24,24,8,64
0,90.02,4,8,29
0,66.78,6,16,40
0,107.84,17,3,41
0,96.16,46,0,59
1,52.02,16,5,37
1,141.94,45,9,58
0,98.84,41,3,63
0,67.52,18,4,27
1,103.0,32,13,33
0,112.14,8,4,46
0,105.8,27,4,55
1,115.07,43,2,53
1,107.14,28,9,29
0,74.02,13,4,33
1,99.4,41,1,35
0,67.99,19,5,29
0,75.74,43,1,28
0,103.72,31,22,47
0,75.86,47,9,24
